msoa11cd,covid19,p80up,pblack50up,pasian50up,incomescore19,higheredu,pcarehm,pm251418,so21418,nox,countDays,allpop,la,utla,p5064,p6579,morbidity,pindian,ppakbang,pblack,pchinese,so21418,nox,pcareservice,psale_cust,pprocess_plant,pelementary,pbus,ptrain,ptube,personkm2
"E02001220",0,4.963171,.5073801,4.197417,.0847935,.8506057,.0722543,8.282,1.848,26.19,38,5702,"E08000007","E08000007",22.20274,15.95931,124.7778,1.878613,3.070809,.8128613,1.083815,1.848,26.19,7.799642,11.34168,4.50805,6.404294,3.495815,3.298867,.1230921,3232.086
"E02001221",4,7.047715,.1544401,.8494208,.0460898,.8623036,1.116109,7.77,1.748,20.74,38,5931,"E08000007","E08000007",22.42455,17.85534,130.9059,.6163585,.8662335,.2665334,.6163585,1.748,20.74,8.403931,8.471704,4.201965,5.150796,2.685661,4.040168,.0934143,3264.947
"E02001222",2,7.386098,.3665689,8.174487,.0765165,.8603562,0,8.103,1.908,27.265,38,6431,"E08000007","E08000007",20.12129,17.058,127.8152,2.368675,15.5817,.51563,.6767644,1.908,27.265,9.061833,12.11798,5.081734,7.036247,2.216693,3.211943,.2035739,2758.43
"E02001223",5,8.014814,.2957608,4.337824,.0384977,.8200966,1.421732,7.817,1.632,21.412,38,6750,"E08000007","E08000007",24.84444,16.97778,115.3855,2.393733,1.523284,.5077615,1.175105,1.632,21.412,6.323752,7.473525,2.541604,4.962179,1.586333,4.33191,.1627008,1981.389
"E02001224",5,10.53265,.1656726,.3976143,.0510379,.8732684,.4126548,7.631,1.691,19.295,38,5820,"E08000007","E08000007",24.08935,23.47079,116.6241,.0343879,.7049519,.326685,.2235213,1.691,19.295,7.389163,7.881773,5.30504,6.02501,2.081803,2.571639,0,861.6605
"E02001225",6,7.073303,.212766,2.163121,.0578279,.8619936,0,8.107,1.728,25.617,38,7394,"E08000007","E08000007",22.19367,15.40438,113.2578,1.596496,1.441085,.3814637,.6216446,1.728,25.617,7.307585,9.836065,2.250625,5.668241,2.899397,4.086398,.1556723,2898.093
"E02001226",0,4.966424,.1950078,6.474259,.0923061,.8777159,.1908957,8.131,1.8,25.875,38,7148,"E08000007","E08000007",20.22943,13.4723,126.5875,1.982379,9.28047,.8076358,1.33627,1.8,25.875,9.908814,10.88146,6.778115,7.993921,2.731135,2.913211,.0606919,2940.815
"E02001227",6,9.390473,.0371471,1.820208,.0316045,.8246106,.2982979,7.862,1.613,22.54,38,5857,"E08000007","E08000007",22.34933,18.11508,101.9175,1.438849,.8948938,.2982979,.3684857,1.613,22.54,6.705753,8.098205,2.052034,4.507145,1.931277,3.411086,.1504891,3336.432
"E02001228",8,9.273825,.1616815,1.495554,.0366754,.8205513,1.70024,7.422,1.504,17.932,38,5467,"E08000007","E08000007",23.87049,17.65136,110.6857,1.090371,.9794862,.2587322,.7761967,1.504,17.932,6.242545,7.713717,1.789264,4.652088,1.100376,3.864734,.3220612,740.5605
"E02001229",4,2.922465,.18226,1.032807,.1089762,.88787,.6165861,8.118,2.054,21.012,39,10060,"E08000008","E08000008",22.8827,13.63817,135.1917,.4110574,.6679683,.3905046,.2055287,2.054,21.012,9.118256,7.106599,7.238203,8.103027,4.537522,6.067929,.107397,1974.327
"E02001230",6,4.778731,.3267974,13.76634,.1143422,.8827421,0,8.133,1.968,22.658,39,5943,"E08000008","E08000008",23.59078,18.99714,143.7505,9.777127,8.784773,.7320644,.5693834,1.968,22.658,7.517007,11.56463,8.605442,8.231293,4.276458,1.555076,.1511879,1025.715
"E02001231",3,1.879751,.2683363,.7155635,.1539228,.9020393,0,7.767,1.782,18.478,39,7235,"E08000008","E08000008",22.17001,13.04768,138.2508,.8951049,.5734265,.3076923,.1678322,1.782,18.478,10.05698,8.119658,8.803419,9.45869,4.613348,2.66591,.1701645,992.1391
"E02001232",4,4.105992,.3861004,7.567567,.2238738,.8960277,1.108269,8.365,2.108,24.214,39,8378,"E08000008","E08000008",19.80186,12.13894,166.2974,5.687492,5.200341,1.449275,.6089392,2.108,24.214,10.03718,10.60909,12.21047,14.38376,6.574744,1.782411,.084076,5506.473
"E02001233",4,4.787167,.2111932,7.321366,.1969086,.9036718,1.007824,9.049,2.147,29.573,39,7917,"E08000008","E08000008",21.03069,14.31098,159.9028,5.171728,6.272377,.6099987,.0530434,2.147,29.573,10.79868,11.0679,11.00808,12.23452,6.308113,1.42206,.0911577,3372.831
"E02001234",8,3.808794,.2511511,6.529929,.2488562,.914333,1.300066,9.294,2.383,31.815,39,7824,"E08000008","E08000008",19.68303,11.05573,173.1236,3.900197,4.504268,1.037426,.1444517,2.383,31.815,11.32432,12.07927,12.61403,14.81598,7.905282,2.222222,.0910747,5961.309
"E02001235",5,3.697359,.3891051,10.74903,.1602497,.885036,.2439396,9.336,2.583,33.513,39,7005,"E08000008","E08000008",19.70021,11.22056,143.1871,6.083244,7.989023,.8385425,.2896783,2.583,33.513,10.1345,9.289959,9.821708,10.91648,5.131846,3.225152,.0811359,4035.153
"E02001236",3,4.427302,.4489338,3.25477,.2659186,.9135075,1.06383,8.703,2.42,28.652,39,5963,"E08000008","E08000008",19.41976,11.42043,172.5301,2.07534,.7847925,1.098709,.5057551,2.42,28.652,11.74712,10.08116,11.87527,16.06151,5.3207,4.154519,.170068,4270.405
"E02001237",3,3.682958,.1011122,1.516683,.1921902,.9149849,1.633844,7.423,1.696,16.872,39,7141,"E08000008","E08000008",20.89343,11.17491,147.4296,.8752735,.8752735,.1896426,.5105762,1.696,16.872,10.86562,7.687651,9.564165,11.07748,4.400241,4.239501,.0602773,475.1801
"E02001238",4,4.955186,.1718804,2.406325,.1511101,.8940702,0,9.077,2.254,29.401,39,7810,"E08000008","E08000008",23.30346,14.80154,147.7817,.9906085,.9906085,.8233629,.8748231,2.254,29.401,9.083665,10.11952,9.827357,9.747676,10.31937,.3605769,.1373626,3423.768
"E02001239",4,4.009864,.4732928,.270453,.1925148,.9118448,.4847417,9.201,2.585,30.607,39,9327,"E08000008","E08000008",21.71116,11.80444,160.4085,.3745731,.6940619,1.377107,.4737248,2.585,30.607,11.04138,11.99442,10.97164,12.45932,13.54635,.4350435,.150015,4837.917
"E02001240",3,4.245127,.9073544,1.337154,.1464655,.9092976,0,8.785,2.416,28.284,39,6054,"E08000008","E08000008",22.05154,13.92468,142.4107,.5983182,.7438551,1.633247,1.0511,2.416,28.284,10.76423,11.96748,9.98374,10.2439,11.68999,.4736276,.3013994,5522.793
"E02001241",8,1.775648,.8140008,19.33252,.3203306,.9150364,.2425393,10.57,2.517,43.088,39,10644,"E08000008","E08000008",16.64788,8.408493,175.2161,3.437731,24.83391,2.27776,.8436149,2.517,43.088,8.958446,11.38694,15.92013,19.6708,10.50043,1.721146,.1301707,3065.173
"E02001242",4,5.027256,.1752848,2.8922,.0781269,.8790733,.8761171,9.489,2.134,33.145,39,6604,"E08000008","E08000008",22.1381,13.35554,131.7234,.718416,3.504468,.5081479,1.016296,2.134,33.145,7.762403,9.652379,7.931151,9.078636,9.565014,.8652947,.0935454,2171.851
"E02001243",2,4.966426,.0938086,2.782989,.0992342,.8857673,.1905488,8.24,2.277,24.474,39,7893,"E08000008","E08000008",22.76701,16.74902,123.1241,1.791159,1.689533,.2667683,.4954268,2.277,24.474,8.078336,7.686658,6.927784,8.127295,3.264095,4.566436,.1318826,1682.633
"E02001244",0,4.5605,.1371115,2.468007,.0877919,.8962738,.2903284,8.619,2.231,25.867,39,5438,"E08000008","E08000008",21.6256,18.83045,121.2051,1.21575,1.270187,.2358918,.1451642,2.231,25.867,10.19313,8.90558,11.0515,8.941345,3.829584,2.800383,.0957396,3316.736
"E02001245",3,3.681507,.2497918,2.789342,.1781746,.9032596,.8537207,9.288,2.398,32.509,39,8176,"E08000008","E08000008",20.46233,11.58268,150.5815,1.325178,1.299694,.891947,.7135576,2.398,32.509,9.274611,9.119171,11.19171,12.25389,5.616251,1.741209,.1365654,3111.129
"E02001246",1,5.515555,.4576659,1.220442,.2152827,.9316274,1.37193,9.2,2.376,30.173,39,7361,"E08000008","E08000008",21.81769,13.91115,155.4385,.5899301,1.111264,.5213335,.1646316,2.376,30.173,12.19745,10.44586,13.05732,12.57962,4.683886,1.50347,.1156515,4451.563
"E02001247",3,4.46145,.3461705,.7788836,.184279,.901701,.8374242,10.382,2.34,33.912,39,6926,"E08000008","E08000008",22.13399,12.54692,142.3569,.5342189,1.053999,1.169506,.3176437,2.34,33.912,9.696788,10.86761,9.816872,12.09847,8.083365,2.064667,.1363459,4030.562
"E02001248",3,2.349987,.3462604,1.869806,.2159106,.9214005,0,9.045,2.434,30.374,39,11149,"E08000008","E08000008",18.97031,10.33277,146.9813,.3509456,4.425814,.7408851,.3411971,2.434,30.374,10.75269,11.48387,11.76344,13.35484,4.951288,3.776858,.0800747,3769.283
"E02001249",1,4.497396,.3835091,2.205177,.1596771,.8955012,0,9.549,2.385,34.045,39,6337,"E08000008","E08000008",20.76692,12.67161,134.6916,1.148509,.9889935,.8613814,.8454299,2.385,34.045,10.25893,12.84825,10.68502,10.7178,9.046816,1.159848,.0843526,4413.408
"E02001250",2,4.27208,.2076412,1.079734,.0793133,.8900932,.6754682,8.299,2.12,23.97,39,6601,"E08000008","E08000008",24.43569,16.10362,129.1877,.3377341,1.08996,.2302733,.1842186,2.12,23.97,8.691809,8.721272,8.456099,7.248085,3.560467,3.724166,.0818498,1680.062
"E02001251",1,5.315391,.19992,.5197921,.1186037,.8907996,.2325195,7.544,1.821,17.325,39,5945,"E08000008","E08000008",25.33221,18.25063,131.025,.1494768,.4318219,.3487793,.1328683,1.821,17.325,9.376054,7.251265,7.655986,7.453626,3.599649,3.884987,.1097454,726.8926
"E02001252",4,7.561876,.3825311,.7650622,.0772218,.8823819,0,9.074,2.231,29.041,39,7313,"E08000008","E08000008",22.83605,15.49296,138.2055,.3604325,.8410092,.5873715,.4805767,2.231,29.041,9.86413,10.54348,8.559783,7.798913,9.240053,.9428625,.1697153,3006.671
"E02001253",3,5.420109,.3271538,.9814613,.1351609,.9175109,.539603,9.963,2.293,38.602,39,4963,"E08000008","E08000008",23.03043,14.58795,148.9238,.3468876,1.00212,.7708614,.5010599,2.293,38.602,9.984756,12.84299,8.612804,11.24238,9.05307,.8324662,.1560874,1624.301
"E02001254",1,4.649939,.5725191,.3816794,.1515722,.9150869,.2747725,9.133,2.19,29.557,39,5699,"E08000008","E08000008",21.61783,15.45885,136.2813,.1202129,.3606389,.4636785,.1889061,2.19,29.557,10.86239,11.26606,11.15596,12.07339,9.03434,1.060152,.0230468,4248.181
"E02001255",1,3.537842,.7092199,.5572442,.35353,.9413783,0,7.9,1.872,21.187,39,6699,"E08000008","E08000008",19.01776,11.06135,159.8742,.3788503,.4941525,1.103607,.065887,1.872,21.187,12.22541,13.13276,15.42502,18.48137,9.737212,1.642421,.1173158,1908.471
"E02001256",8,4.079705,.3289474,8.881579,.2417171,.9002061,1.824998,8.72,2.379,26.534,39,10589,"E08000008","E08000008",17.89593,9.217113,165.972,.4143238,24.90875,.8483772,.5031074,2.379,26.534,10.06581,12.64928,10.74823,13.38045,7.00466,1.694676,.0423669,4529.915
"E02001257",7,5.931635,.2673082,.7217321,.1897176,.9199757,.5820338,8.52,2.083,26.189,39,8952,"E08000008","E08000008",22.6765,16.48794,143.7632,.3953437,.4722161,1.153086,.3953437,2.083,26.189,10.50938,11.74263,10.08043,12.19839,9.78691,.4261796,.0152207,3553.66
"E02001258",2,6.412909,.1684636,.7412399,.0797456,.8922272,1.037058,7.868,1.932,20.854,39,7251,"E08000008","E08000008",22.24521,17.59757,128.5287,.4424779,1.949668,.1521018,.1797566,1.932,20.854,9.341886,9.341886,6.246514,6.999442,4.755639,1.823308,.037594,1249.737
"E02001259",3,2.707152,23.31198,25.43125,.2741887,.8704719,.3144345,9.321,2.285,38.431,40,10934,"E08000009","E08000009",17.10262,5.130785,151.3627,16.68468,12.68547,19.22964,.9826078,2.285,38.431,9.743589,13.55311,8.473748,15.28693,12.30895,1.009825,2.16976,6125.43
"E02001260",0,4.692811,.9533898,.9180791,.0762138,.8871191,.3275681,9.474,2.574,36.307,40,7650,"E08000009","E08000009",22.45752,14.84967,123.4144,.8778826,.8385744,1.58543,.6813417,2.574,36.307,8.902154,10.2258,6.670127,10.04412,4.559325,.7539042,.3410519,1140.891
"E02001261",1,2.497655,6.373057,6.010363,.1601428,.9054007,0,9.439,2.379,41.778,40,8528,"E08000009","E08000009",17.91745,7.621951,135.237,3.926543,6.596593,8.070557,.773227,2.379,41.778,8.897999,11.57463,8.632747,12.34627,8.97669,1.024963,2.264837,4005.122
"E02001262",3,4.413809,14.11223,22.94807,.2063318,.8521327,.1418272,9.228,2.293,34.703,40,8632,"E08000009","E08000009",19.9722,8.422151,135.1616,7.835953,25.05614,11.49982,1.146437,2.293,34.703,8.110415,11.09846,8.42345,10.52931,7.410548,.5935221,3.255893,5370.855
"E02001263",1,6.379145,.3027551,.7266122,.0536752,.8575888,.3476533,8.678,2.44,27.862,40,8324,"E08000009","E08000009",23.51033,15.97789,122.3554,.7946362,.6456419,.8194686,.3476533,2.44,27.862,7.720769,7.844105,5.648742,7.350765,3.047521,1.30854,.4304408,2318.878
"E02001264",2,3.422724,3.092783,3.806503,.1064207,.8977922,0,9.257,2.483,35.337,40,8502,"E08000009","E08000009",21.10092,9.9506,125.169,2.859246,5.52215,4.50362,.8590011,2.483,35.337,8.79844,11.55252,8.140385,10.23641,6.967698,1.014713,1.589718,2125.075
"E02001265",2,4.840104,.4397835,.947226,.1069492,.8951814,0,8.509,2.599,24.02,40,8099,"E08000009","E08000009",22.13854,14.02642,137.653,.4563394,.3206709,.8510113,.3700049,2.599,24.02,9.591737,10.62469,7.2061,8.55878,5.894309,1.371951,.3218157,2348.323
"E02001266",3,4.455587,2.527233,2.265795,.1668526,.889957,.2255978,8.911,2.139,30.564,40,6980,"E08000009","E08000009",23.43839,12.00573,133.6566,1.940141,2.707174,4.857873,.9625508,2.139,30.564,9.760705,10.89421,8.847607,11.64987,7.430213,.6978654,1.375205,2045.005
"E02001267",3,7.23589,.4523181,.8292499,.1077318,.8804322,2.263541,8.838,2.189,29.164,40,7601,"E08000009","E08000009",21.90501,12.59045,139.8889,.7410402,.646726,1.48208,.4985179,2.189,29.164,8.084544,9.669749,5.257596,8.877147,5.08694,3.107658,.536441,2850.141
"E02001268",3,6.552018,.328084,.8530183,.0603927,.8668135,1.750973,8.474,2.226,25.421,40,7036,"E08000009","E08000009",23.9909,17.18306,122.6396,.6670372,.3891051,.7504169,.7504169,2.226,25.421,8.794879,8.767047,5.87253,6.763151,3.111111,2.454106,.4251208,3673.904
"E02001269",2,4.700702,2.636535,5.725047,.1527065,.8583718,.1330753,9.169,2.135,34.079,40,8403,"E08000009","E08000009",19.68345,10.82947,140.6918,4.197919,5.80692,4.669732,.5927898,2.135,34.079,8.72818,9.600998,6.134663,11.37157,8.269423,.9503168,5.418473,3433.329
"E02001270",2,4.583921,.6152584,1.722724,.0636816,.8569588,.0763262,8.952,2.25,30.921,40,8508,"E08000009","E08000009",18.24166,10.53126,107.3552,1.373871,.5342832,.7123775,1.170335,2.25,30.921,6.479532,7.672514,3.48538,6.081872,3.963995,.7270209,6.733599,4249.621
"E02001271",2,5.038168,.7283633,1.456727,.1266746,.8859179,0,8.408,2.117,24.304,40,6550,"E08000009","E08000009",22.67175,12.85496,128.4805,1.09974,.5040476,.9011761,.3971285,2.117,24.304,9.784307,9.565489,6.001875,9.50297,4.987374,.4840067,2.020202,2815.178
"E02001272",1,5.633803,.1681237,2.118359,.0529378,.8540857,.2802548,9.219,2.166,33.161,40,8236,"E08000009","E08000009",19.71831,13.72025,103.9305,1.541401,1.299363,.6369427,.9808917,2.166,33.161,6.370515,6.516963,3.685624,5.735904,2.99632,.770983,5.957596,3639.318
"E02001273",4,5.171058,.5619951,2.8451,.0621324,.8437518,.9119568,8.795,2.262,28.713,40,10172,"E08000009","E08000009",17.558,10.95163,112.8777,3.614051,.9006981,1.23846,1.891466,2.262,28.713,5.845846,7.207207,2.822823,6.066066,3.662948,.8139886,11.03407,5423.719
"E02001274",4,7.834562,.6985191,3.827885,.0504409,.8469698,1.155702,8.465,2.161,25.746,40,8003,"E08000009","E08000009",23.54117,18.09322,107.0198,2.743206,2.616205,1.435103,1.701803,2.161,25.746,6.401062,8.525896,3.346614,4.887118,2.906562,.5884451,3.013552,4013.942
"E02001275",3,3.994442,.8832566,.5376344,.2804049,.9317088,.4169148,8.317,2.47,21.253,40,8637,"E08000009","E08000009",20.20378,10.22346,151.5835,.1429422,.2739726,2.036927,.4169148,2.47,21.253,12.55592,12.43662,9.60334,15.35938,8.022873,.3465604,.2945763,718.3341
"E02001276",4,4.787626,.7175227,1.888218,.1424403,.8980066,0,9.053,2.105,30.395,40,8146,"E08000009","E08000009",18.91726,11.95679,128.5335,1.160005,1.046526,1.563485,1.046526,2.105,30.395,9.021945,10.81008,4.985099,9.401246,4.987396,.414116,3.276917,3461.657
"E02001277",1,2.163512,2.284626,4.045692,.1752027,.8859317,0,8.187,2.065,21.196,40,9614,"E08000009","E08000009",18.60828,8.477221,145.2328,2.99218,1.60943,2.618157,1.983452,2.065,21.196,10.5731,10.52632,5.637427,10.83041,6.707882,.4945904,2.349304,3201.88
"E02001278",5,5.247376,.5059631,2.059993,.0413344,.8688054,.1971172,8.68,2.262,26.701,40,8671,"E08000009","E08000009",20.25141,12.72056,108.2002,1.798694,1.108784,.8500677,1.675496,2.262,26.701,6.428083,8.456804,4.285388,5.744245,2.839382,.9408602,6.40121,5569.415
"E02001279",2,5.08989,.2613525,1.992813,.037149,.843831,.3441728,8.616,2.211,25.959,40,8566,"E08000009","E08000009",22.11067,13.62363,103.1984,1.910752,1.198671,.6527415,1.269879,2.211,25.959,7.652487,8.80036,3.736214,5.44677,1.608667,.7879186,6.385424,4965.878
"E02001280",3,5.488239,.5772496,2.105263,.1585673,.8982534,.3749395,8.632,2.059,27.225,40,8418,"E08000009","E08000009",20.65811,13.54241,134.5671,1.475568,1.511853,1.342525,.9071118,2.059,27.225,10.836,9.185304,6.28328,10.94249,3.826443,.4612231,2.049881,4685.942
"E02001281",2,6.960283,.163827,1.572739,.0359461,.8389828,.2063717,8.234,2.037,25.246,40,7629,"E08000009","E08000009",21.57557,16.51593,104.996,1.302722,.9286728,.5288275,.8899781,2.037,25.246,7.352941,7.247899,2.967437,5.593487,1.331607,.850749,4.457185,3070.952
"E02001282",4,3.694922,.3985652,1.793543,.0608585,.8564996,.3441385,8.59,2.339,26.592,40,10122,"E08000009","E08000009",16.62715,9.652243,113.4774,1.765098,1.198934,.865897,1.265542,2.339,26.592,7.074752,6.845919,3.337147,7.627765,3.086237,1.210868,7.914944,5363.256
"E02001283",3,6.526011,.2074689,3.230587,.0661636,.8312322,1.978022,7.991,2.047,19.311,40,9669,"E08000009","E08000009",20.90185,13.63119,102.5106,2.024292,1.954887,.6130711,1.422788,2.047,19.311,5.981308,7.009346,2.803738,5.957944,1.998689,.9501966,3.833552,442.1236
"E02001284",0,4.194392,.1952362,2.420929,.0309096,.8168917,0,8.052,1.892,24.031,40,8416,"E08000009","E08000009",22.75428,10.1711,99.76684,1.088839,1.385796,.4206879,.5567929,1.892,24.031,4.745925,4.889741,2.013423,3.763183,.7137759,1.445396,4.478944,4022.323
"E02001285",1,7.675167,.2192982,2.506266,.0488533,.8138004,1.877155,7.965,1.822,23.199,40,8078,"E08000009","E08000009",23.09978,15.46175,93.54671,2.030392,1.672839,.5618695,.5490997,1.822,23.199,5.066597,5.144947,1.619222,4.753199,.9311667,1.953624,3.907248,2016.186
"E02001286",6,8.137279,.3721729,6.899513,.0449125,.8128797,.671396,8.018,1.894,25.49,40,8246,"E08000009","E08000009",21.07689,15.92287,98.36099,4.091715,7.347353,.5953889,1.076767,1.894,25.49,5.057143,4.971428,2.8,4.8,1.009346,.8598131,1.457944,1166.638
"E02001287",1,4.290658,.0960154,.7681229,.0563219,.8508549,.2462621,8.4,1.544,20.178,34,5780,"E08000010","E08000010",23.94464,15.55363,119.1947,.2814424,.1759015,.2990325,.2110818,1.544,20.178,9.675237,7.036536,7.611637,8.964817,2.263083,1.320132,.0707214,1185.155
"E02001288",3,5.788161,.1627604,1.269531,.0849248,.8584558,.9275209,7.814,1.713,17.631,34,7619,"E08000010","E08000010",24.15015,18.13886,120.2497,.5035113,.6492646,.4240095,.1722539,1.713,17.631,8.89738,6.522926,5.622271,8.651747,1.733791,1.228102,.0903016,1259.519
"E02001289",5,5.650278,.0950796,.3803185,.0733341,.8607847,0,8.433,1.609,21.148,34,10088,"E08000010","E08000010",23.4437,19.42902,116.5188,.1983733,.238048,.1586987,.1983733,1.609,21.148,8.08694,8.008615,7.89113,8.615625,2.653831,1.91232,.0390269,1352.309
"E02001290",1,4.907377,.0415973,.8319467,.0981725,.8900166,.755833,7.717,1.727,16.56,34,6154,"E08000010","E08000010",24.0494,17.09457,129.5634,.2464673,.1971738,.0985869,.3450542,1.727,16.56,8.552856,8.86076,8.14232,8.997605,2.534156,1.278096,0,434.4375
"E02001291",0,4.316173,.2250563,.3750938,.1729868,.9175594,0,8.15,2.164,20.944,34,7692,"E08000010","E08000010",21.42486,13.81955,133.7032,.1563518,.3257329,.456026,.2605863,2.164,20.944,11.32686,10.32657,11.26802,15.76934,3.649503,1.463415,0,3117.803
"E02001292",4,6.475176,.0625195,1.031572,.0807731,.8646157,.7884029,8.28,2.229,23.892,34,8077,"E08000010","E08000010",24.415,15.41414,112.7832,1.398779,.3814853,.5213632,.4704985,2.229,23.892,8.302169,8.077786,6.906008,8.277238,1.88455,3.039049,.0848896,3443.185
"E02001293",7,4.021847,.0417188,.1668753,.1072837,.8863893,.3410198,8.187,2.055,19.6,34,6042,"E08000010","E08000010",24.13108,17.24594,127.5816,.0811952,.0974342,.2111075,0,2.055,19.6,10.68278,9.702711,11.72819,11.14015,3.063178,1.318868,0,1044.424
"E02001294",1,4.698331,.28,.44,.1301413,.8900321,.8043922,8.59,2.314,23.766,34,7790,"E08000010","E08000010",22.13094,11.82285,132.4574,1.072523,.3702758,.9576098,.1532176,2.314,23.766,10.3657,9.356873,9.6343,13.34174,2.396736,3.076662,.0339963,4577.556
"E02001295",0,4.151388,.2259887,.5649717,.2738719,.9285108,.6957708,8.856,2.382,30.733,34,7636,"E08000010","E08000010",23.32373,12.53274,161.8845,.2455662,.313779,1.105048,.1773533,2.382,30.733,12.50422,9.969584,17.40453,19.77019,3.953148,1.519034,.0183016,5826.104
"E02001296",1,2.590355,.2604167,.6076389,.3465491,.9515474,.6156946,8.192,2.191,20.239,34,9767,"E08000010","E08000010",16.65813,9.153272,162.1079,.2462778,.2238889,1.186611,.3694168,2.191,20.239,13.2178,10.83928,17.0914,26.33367,4.785611,.979605,0,2882.46
"E02001297",1,3.615187,0,.4962779,.1685397,.9182633,.9846337,8.442,1.984,22.769,34,6611,"E08000010","E08000010",22.0844,14.91454,141.8708,.0895122,.0745935,.193943,.2685365,1.984,22.769,11.39445,9.134926,13.81536,15.5907,4.311377,.8183632,.0199601,1820.496
"E02001298",1,3.398169,.1318102,.3075571,.2420952,.9436585,.946993,8.337,2.41,21.85,34,8740,"E08000010","E08000010",17.6087,10.4119,152.7135,.2582708,.3320625,.7379166,.2951666,2.41,21.85,11.36435,10.86481,16.73431,20.60568,3.926972,1.360661,.0172236,1662.352
"E02001299",2,4.310153,.2461322,.3164557,.1234459,.9118153,.9491525,8.382,2.364,20.481,34,9002,"E08000010","E08000010",21.65074,13.45257,127.3739,.1242938,.0564972,.4858757,.2259887,2.364,20.481,10.8245,9.258407,11.72271,11.28512,3.30781,3.032159,.0153139,1957.511
"E02001300",6,4.499397,.0343407,.4464286,.1675669,.9142527,1.615754,8.966,2.788,24.558,34,8290,"E08000010","E08000010",20.31363,15.29554,149.4838,.3913153,.3029538,.4165615,.2650846,2.788,24.558,10.957,10.06935,13.64771,15.33981,4.643647,1.241708,.0170097,4954.985
"E02001301",4,3.95524,.0398406,.5976096,.2177638,.9254132,1.5434,8.532,2.234,23.344,34,9026,"E08000010","E08000010",18.19189,10.73565,152.006,.3580689,.2345969,.5926657,.3951105,2.234,23.344,11.06667,10.05333,12.69333,17.76,4.745428,2.076125,.0494315,2678.089
"E02001302",6,4.66608,.1088139,.2538992,.1924573,.9109839,.5353046,8.646,2.763,21.156,34,7951,"E08000010","E08000010",21.87146,15.78418,141.0085,.1274535,.2294163,.3186337,0,2.763,21.156,12.14871,10.33372,11.56323,14.34426,4.197017,1.508845,0,4434.836
"E02001303",5,2.983212,.19516,.6245121,.2821586,.9254888,0,8.581,3.053,22.013,34,8816,"E08000010","E08000010",19.97505,10.76452,148.6915,.3282532,.2930833,1.453693,.2344666,3.053,22.013,11.33627,11.07195,10.51395,17.12188,4.608,2.672,.048,3856.817
"E02001304",2,5.738534,.0604595,.362757,.0729241,.8739445,0,8.772,1.808,22.715,34,12843,"E08000010","E08000010",21.91855,17.05988,108.4083,.2696078,.1143791,.1960784,.1062092,1.808,22.715,8.480625,7.053025,7.715839,8.514616,2.460203,1.636424,.0111321,1196.345
"E02001305",1,3.838678,.1898734,.3481013,.098694,.9117655,.2805905,8.761,2.722,21.447,34,8232,"E08000010","E08000010",22.27891,18.62245,115.2889,.1341954,.0609979,.3903867,.2317921,2.722,21.447,10.31553,8.592233,11.45631,10.04854,4.021618,1.239866,0,3204.213
"E02001306",3,4.032922,.1032347,.3785272,.0978498,.8927494,0,8.159,2.184,20.272,34,7290,"E08000010","E08000010",23.74486,19.49245,117.2536,.1917283,.1506437,.1780334,.1917283,2.184,20.272,10.22017,10.4648,11.25306,12.31313,3.299983,1.263823,.0526593,2642.423
"E02001307",3,3.383937,.0762001,.6096012,.0425731,.8773367,0,8.52,1.908,21.623,34,11791,"E08000010","E08000010",21.18565,16.38538,116.4813,.1864347,.0799006,.2308239,.1953125,1.908,21.623,9.569226,10.01431,8.536004,8.043237,2.842227,1.612529,.0116009,1900.925
"E02001308",4,6.215515,.2117747,.2117747,.1218252,.9112772,1.318425,8.652,2.877,22.726,34,6162,"E08000010","E08000010",22.88218,16.48815,132.8676,.2837116,.1668892,.7176235,.2336449,2.877,22.726,10.88459,10.1244,8.914996,11.43746,4.137931,3.092325,.0444939,2768.608
"E02001309",1,4.661487,.0743771,.3718854,.1118024,.9022909,.2347112,8.34,2.647,21.331,34,8109,"E08000010","E08000010",20.71772,14.14478,135.9458,.717173,.0912766,.3129482,.3911853,2.647,21.331,9.893724,10.02024,8.223684,10.75405,4.528105,2.185982,.0520472,1640.556
"E02001310",4,2.733829,.1953888,.7424775,.2331021,.9362375,.812194,8.412,2.268,20.003,34,9291,"E08000010","E08000010",18.27575,11.40889,153.7953,.2892746,.2225189,.611927,.400534,2.268,20.003,11.79173,9.086268,15.0587,15.87545,5.152439,1.371951,.0152439,1414.332
"E02001311",6,3.433935,.5667729,.4250797,.1468846,.8937982,.1202357,8.289,2.622,21.464,34,8416,"E08000010","E08000010",22.77804,14.76949,126.65,.2044006,.276542,1.00998,.4689191,2.622,21.464,9.807312,8.769763,9.140316,11.16601,4.741379,.7662835,.063857,2273.788
"E02001312",4,2.38038,.2588438,.2157032,.1565206,.9289395,.3465982,8.403,2.567,19.653,34,8318,"E08000010","E08000010",19.23539,12.51503,134.0878,.1540436,.2053915,.860077,.1155327,2.567,19.653,11.83961,8.832294,12.95042,12.40856,4.802452,.8685286,.0340599,1039.226
"E02001313",4,4.162143,.2304147,.3840246,.2416512,.9256118,.975548,8.581,2.86,21.663,34,8289,"E08000010","E08000010",20.35227,12.47436,135.2839,.1900418,0,.6714811,.3800836,2.86,21.663,12.43586,10.35315,11.53034,15.9674,4.966887,.7668177,.052283,3052.724
