"PRO_COM","meanwintertemp"
13065,13969.6666666667
13068,14026.6666666667
13071,13827
13074,13925.3333333333
13077,13950
13207,13752.3333333333
13099,13966.3333333333
13110,14037.6666666667
13186,13919.3333333333
13187,13791.3333333333
13188,14011
13189,13875.6666666667
13192,13990.6666666667
13034,14001
13035,14036.6666666667
13036,14019
13037,13845
13040,13925.5
13228,13972.6666666667
13229,13878.3333333333
13232,13958
13233,13768.3333333333
13119,13937.6666666667
13085,13805.3333333333
13087,13860
13089,13982.3333333333
13090,13907.3333333333
13092,13564.6666666667
13111,13775
13113,13998.6666666667
13114,14011.6666666667
13118,14004
13121,14000
13123,13917.3333333333
13055,14003
13058,13966.6666666667
13059,13984
13185,13973.3333333333
13203,13964.3333333333
13204,13815.6666666667
13254,13790
13211,13810.6666666667
13212,13985
13216,13924
13100,14019
13101,14025
13102,14010.3333333333
13252,13984.3333333333
13003,13994
13004,13986.3333333333
13005,13959.6666666667
13006,13961.3333333333
13120,13796.3333333333
13217,13833.3333333333
13218,13837
13222,13992
13223,13878
13226,13993
13083,13882
13075,14007.3333333333
13106,13513
13107,13911
13249,13718.6666666667
13202,14025.3333333333
14035,13258.5595296791
14034,13340.4417989418
14001,13554
14002,13587.3333333333
14063,13670
14043,13948
14044,13506.3333333333
14045,13802.6666666667
14032,13463.5
14078,13698
14050,13234.197381233
14061,13843
14062,13776.6666666667
14019,13296.6666666667
14052,13402.7974583002
14053,13779.6666666667
14054,13896.3333333333
14065,13474.5174063193
14056,13536.6666666667
14057,13688.8333333333
14069,13895
14070,13735.6666666667
14072,13310.8333333333
14046,13571.5013175231
14047,13444.6666666667
14048,13708.6666666667
14058,13496.2154415164
14059,13681.3333333333
14014,13648.6666666667
14015,13777.6666666667
14030,13381
14031,13394.6666666667
14064,13447.5
14066,13722.3333333333
14073,13100.9403803635
14074,13397.2222222222
14075,13787.3333333333
14076,13519.6666666667
14022,13855.6666666667
14023,13621.3333333333
14024,13710
14025,13904
14036,13186.8089656591
14038,13660.6666666667
14039,13878
14077,13589.3333333333
14037,13103.75217678
14040,13609.3333333333
14041,13972.6666666667
14060,13458.109375
14071,13175.7764116955
14049,13371.7419871795
14033,13305.6666666667
14051,13765.6666666667
14007,13749.6666666667
14008,13789.3333333333
14009,13238
14020,13349.3140216861
14021,14008
14067,13395
14003,13713.6666666667
14004,13488.3333333333
14005,13851.6666666667
14006,13641
14055,13544
14010,13619.6666666667
14011,13461
14026,13629
14027,13931.3333333333
14028,13646.3333333333
14029,13666.3333333333
14012,13280.8184373243
14013,13612.6666666667
14068,13536.3333333333
14016,13467.3333333333
14017,14014
14018,13880.3333333333
15009,14050.3333333333
15027,14042.6666666667
15097,14010.6666666667
15098,14055
15074,14033
15076,14034
15099,14027
15101,13974.3333333333
15103,13992
15077,14044.3333333333
15078,13999
15178,14003
15179,14030.6666666667
15035,13976.3333333333
15192,14021.3333333333
15194,14043
15195,13997.3333333333
15130,14022
15131,14005
15134,14020.6666666667
15136,13994.6666666667
15181,14033.6666666667
15182,14049.6666666667
15036,14011.3333333333
15038,14022.3333333333
15040,14024
15041,14031.3333333333
15071,13979.3333333333
15169,14000.6666666667
15113,14029
15237,14007.3333333333
15242,14044.3333333333
15243,14005.3333333333
15244,13984
15114,14006.6666666667
15115,13985
15116,14045.6666666667
15246,13981.3333333333
15146,14047.3333333333
15150,13985
15205,14039.6666666667
15206,14035
15209,14055.6666666667
15247,13985.6666666667
15248,14037
15249,14007
15250,14055.3333333333
15007,14032.3333333333
15122,13989.3333333333
15010,14023.3333333333
15011,14014.6666666667
15032,14053.6666666667
15176,14045.3333333333
15177,14003
15189,14011
15191,13985.6666666667
15002,13997
15005,14000.3333333333
15118,14052.3333333333
15072,14047.6666666667
15173,13982
15175,14017.3333333333
15093,14041.3333333333
15096,14019.6666666667
15188,13980.3333333333
15142,13999.3333333333
15144,14019.6666666667
15226,14014.3333333333
15229,14024
15230,14027.6666666667
15184,14007.3333333333
15185,13993.6666666667
15086,14049
15087,14031
15125,13984.6666666667
15060,14019.3333333333
15061,14000.3333333333
15170,14051.3333333333
15171,14021
15172,14018
15062,14018.6666666667
15070,14028.6666666667
15042,13971.3333333333
15044,14000
15046,14046.6666666667
15050,13981.6666666667
15051,14040.6666666667
15166,14046
15167,14007.3333333333
15168,14033.6666666667
15220,14014.6666666667
15221,14018
15222,13993.6666666667
15224,13997.3333333333
15158,13978.3333333333
15159,14003.3333333333
15164,14021.3333333333
15165,13996.6666666667
15081,14052
15105,14046.6666666667
15106,14003.6666666667
15108,14014.6666666667
15110,14012.6666666667
15112,13976.3333333333
15139,13998.6666666667
15140,13988.3333333333
15082,13986.6666666667
15085,14007
15183,14016.6666666667
15200,14018
15201,14056.6666666667
15202,13975
15204,14015.6666666667
15235,13994
15236,13978.6666666667
15055,13972.3333333333
15058,14024.3333333333
15059,14014.3333333333
15151,13971.3333333333
15210,13992
15211,14023
15213,14030
15219,14001.3333333333
15154,14040
15155,14011
15157,14046.6666666667
15012,14010
15014,13999.6666666667
15015,13986
15016,14009.3333333333
15019,14003.6666666667
15022,13975.6666666667
15024,13983.3333333333
15026,14029.3333333333
16253,13912.6666666667
16252,13854
16156,14007.6666666667
16157,14008.3333333333
16215,13975.3333333333
16037,14037.3333333333
16038,14037
16089,14036.6666666667
16067,13935.6666666667
16001,13998
16090,13778.3333333333
16091,14045
16053,14001.6666666667
16055,14021
16017,13712.6666666667
16134,13578
16222,14003
16203,14024.6666666667
16204,13939.6666666667
16205,13919
16107,13663.3333333333
16109,14007.3333333333
16152,14035.3333333333
16101,13997.3333333333
16102,13845.8333333333
16073,14032.3333333333
16046,14034
16047,13993.3333333333
16048,13860
16049,14018.6666666667
16092,13834
16243,13537.3333333333
16244,13962.6666666667
16195,13524.3519563782
16197,13886.6666666667
16198,14047.3333333333
16200,13913.6666666667
16106,13864
16135,13995
16136,13758.3333333333
16158,13849.3333333333
16159,13929.3333333333
16160,14032.6666666667
16169,13986.6666666667
16170,14042
16180,13951.3333333333
16182,13945.3333333333
16183,13996.6666666667
16245,14018
16246,13877.3333333333
16241,13908.3333333333
16242,14011.3333333333
16149,13823
16206,13997.3333333333
16207,14022.3333333333
16208,13937.6666666667
16209,14018.3333333333
16150,14056.3333333333
16151,13722.6666666667
16193,13978
16227,13753.3333333333
16229,13616.6666666667
16137,13802.6666666667
16002,13939.6666666667
16083,13993.6666666667
16084,14028.6666666667
16085,13811
16026,13923
16027,13933.3333333333
16214,14048
16058,13884.6666666667
16059,14009
16060,13919
16176,14035
16234,13938.3333333333
16235,13980
16236,14000.6666666667
16216,14005
16217,14009.3333333333
16120,14024.6666666667
16108,13870.6666666667
16110,13915.3333333333
16196,13923
16111,13884
16113,13997.3333333333
16014,13793.6666666667
16052,13990.6666666667
16079,13992.3333333333
16082,13953.3333333333
16022,13777
16034,14018
16035,13890
16036,13581.3333333333
16003,14014
16050,13904.6666666667
16051,14036.6666666667
16068,14022.3333333333
16069,14032.6666666667
16070,13908.3333333333
16021,14007.5
16097,13989
16098,14010.3333333333
16033,13967
16099,13928.6666666667
16100,13943.3333333333
16044,13998
16071,13877
16072,14002.6666666667
16093,13862.3333333333
16153,14031.3333333333
16154,13988
16155,13995.6666666667
16015,13936.6666666667
16223,13466.6666666667
16131,14012.6666666667
16144,14022.3333333333
16238,14031.6666666667
16239,14005.3333333333
16240,14029
16013,14003.1666666667
16132,14016
16133,13987.6666666667
16147,13748
16146,13703.6666666667
16148,13783.6666666667
16012,13591.6666666667
16177,14006.6666666667
16178,14045.6666666667
16179,13952.6666666667
16188,13851.3333333333
16189,14030.3333333333
16190,13889
16061,13648.6666666667
16062,14025.3333333333
16063,14002.3333333333
16065,13981.6666666667
16225,13553.6666666667
16226,13465.3333333333
16237,13917
16191,13752.6666666667
16114,14019
16115,14042
16116,13883
16194,14017.6666666667
16103,13498.6666666667
16104,13997.3333333333
16218,14011.6666666667
16139,14029.6666666667
16140,13985.6666666667
16141,14001
16161,13855.6666666667
16162,13925.3333333333
16163,13921.3333333333
16164,13771.6666666667
16219,14004.3333333333
16124,13893.3333333333
16125,13828
16184,13554
16185,13865.3333333333
16186,13914.6666666667
16247,13852.3333333333
16248,13842
16249,13826.6666666667
16105,14002.6666666667
16006,14025.6666666667
16007,14028.6666666667
16126,14028.6666666667
16171,13958.6666666667
16172,14008.3333333333
16210,13777.5615212528
16211,13941
16056,13387.3333333333
16057,14034.6666666667
16173,13948.6666666667
16230,13699.3333333333
16232,14031.3333333333
16233,14017.3333333333
16212,14004.6666666667
16117,14013.6666666667
16118,13686
16220,14038.6666666667
16221,13937.3333333333
16142,13999.6666666667
16143,14042
16145,13798
16119,13924.3333333333
16165,13699.6666666667
16166,13813.3333333333
16008,14007.6666666667
16009,14027.6666666667
16010,13986.6666666667
16011,14000.3333333333
16129,13994.6666666667
16130,14011
16174,14021
16175,13698.3333333333
16213,14001.3333333333
16167,13999.6666666667
16224,14028.3333333333
16127,13947
16128,13997.6666666667
16187,13746.6666666667
16168,13866.6666666667
16250,14032.6666666667
16251,14043.3333333333
16028,14029
16029,14021.6666666667
16018,14011.3333333333
16019,13990.3333333333
16020,13996.3333333333
16074,14010.3333333333
16086,13966.3333333333
16087,13987.3333333333
16088,14017
16040,13997.3333333333
16041,13814.3333333333
16077,13790
16075,14018
16076,13998.3333333333
16004,13939.3333333333
16005,14014
16078,13576.3333333333
16030,14014.3333333333
16031,14016
16032,13977.1666666667
16042,14023.3333333333
16043,14008.6666666667
16023,13930.6666666667
16025,13951
16094,13951
16096,14007
16121,13738.6666666667
16122,13992
16123,14039.3333333333
16080,13953.3333333333
16081,14013
16024,14040.6666666667
16064,13785
16066,14006.6666666667
16201,13816
16202,13990
16199,13827.3333333333
16016,14047.3333333333
17018,13562
17118,13671
17143,13785.442095993
17158,14019
17159,13981.6666666667
17160,14029
17119,14021.6666666667
17120,14010
17139,13890.3333333333
17180,14007.3333333333
17181,13415.3333333333
17198,13440
17170,14003.3333333333
17171,14055
17034,14019.6666666667
17035,13769.6666666667
17064,14000
17095,13735.6666666667
17096,13918.6666666667
17077,13995
17068,13459.383630603
17036,13796.6666666667
17085,13928.6666666667
17086,14020
17069,14028.3333333333
17049,13561.6666666667
17057,14046.3333333333
17063,13440.2700548082
17026,13989.6666666667
17027,13455
17030,13970
17184,13398.3024911032
17185,13899
17186,14006
17107,14030.6666666667
17133,14009.3333333333
17156,13995.6666666667
17201,13989
17134,13961.3333333333
17157,13933.6666666667
17176,13800.6666666667
17177,13991
17178,13978
17151,14031.6666666667
17152,13992.6666666667
17153,13941
17045,13993.6666666667
17046,14032.3333333333
17058,13697.3333333333
17059,14015
17145,14008.3333333333
17146,13995.6666666667
17022,13725.6666666667
17023,14021
17003,13940
17004,13987.6666666667
17005,13857
17012,13931.3333333333
17013,13982.3333333333
17014,14025.6666666667
17015,13999
17116,13994.3333333333
17117,13966.3333333333
17166,14012
17167,14005.3333333333
17175,13230.9437441643
17197,13864.3333333333
17087,13865.3333333333
17070,13667.3333333333
17008,13991
17009,13999.6666666667
17011,13992
17105,13842.3333333333
17106,13978
17189,13882.2588652482
17168,13890.3333333333
17169,13912
17190,13995.6666666667
17183,13760.6666666667
17125,13997.3333333333
17088,13999.6666666667
17089,13986.6666666667
17037,13994.3333333333
17038,14021.3333333333
17097,13990.3333333333
17052,14006
17053,13987.6666666667
17071,14012.3333333333
17072,14005
17073,14015.6666666667
17098,13848
17099,13988
17065,13901
17047,13744.3333333333
17048,14037.3333333333
17144,13948.3333333333
17148,13289.8313648294
17092,14026.3333333333
17094,13951.6666666667
17076,13931.7777777778
17051,13380.6666666667
17078,14016.6666666667
17203,14036.3333333333
17104,13878
17079,13703.6666666667
17080,14007.3333333333
17039,14020.6666666667
17040,14028
17041,13993.6666666667
17054,13531
17055,13931.3333333333
17056,14016.6666666667
17033,14013.6666666667
17090,13860.6666666667
17042,14020.3333333333
17100,13928.6666666667
17101,13686.3333333333
17082,13825.6666666667
17091,14001
17093,13984.3333333333
17074,13994
17102,14056.3333333333
17081,14033
17043,14030
17075,13949.6666666667
17050,13475.3333333333
17044,13879
17103,13990.6666666667
17066,13989.3333333333
17067,14024.6666666667
17062,14023
17083,13628
17084,13830.6666666667
17136,14021.3333333333
17137,13991.6666666667
17028,13483.3333333333
17128,13813.3333333333
17129,14065
17130,14029.3333333333
17206,13840.6666666667
17061,14030
17060,13997.3333333333
17140,13887.6666666667
17141,13825.3333333333
17142,13776.6666666667
17031,13974
17032,14036
17109,14076.3333333333
17191,13865
17155,14019.6666666667
17179,14055.6666666667
17192,14002.6666666667
17121,13901.3333333333
17122,13986.6666666667
17187,14010.8964803313
17188,14014.6666666667
17123,14024
17199,13981.6666666667
17200,13992
17204,13935.4176587302
17020,13981
17021,14037.3333333333
17010,13604.245062314
17024,13812.9903375527
17016,13788
17017,13565.3333333333
17006,13807.6666666667
17007,13722.3333333333
17173,14024.3333333333
17111,13969.6666666667
17112,14018.3333333333
17193,13964
17124,13509.3333333333
17001,14023.3333333333
17019,13899.3333333333
17002,14017
17025,14038
17172,13976.6666666667
17161,14032
17162,14014
17182,13864.6666666667
17029,14046.6666666667
17138,13981.6666666667
17131,13440.3333333333
17132,14042
17108,13977
17126,13995.3333333333
17127,14044
17110,13515.3333333333
17194,13859.3333333333
17202,13487.6666666667
17205,13880
17174,13966
17135,13714
17149,13987.3333333333
17150,14000
17147,14005
17113,14027
17163,14021
17114,14024
17115,13961.3333333333
17195,13984.3333333333
17164,13990.3333333333
17165,14033
17196,13989.3333333333
18192,13958
18193,13961.3333333333
18113,13941.3333333333
18123,13981.6666666667
18124,13991
18052,13975.6666666667
18035,13976.6666666667
18177,13996.6666666667
18060,13965
18061,13956.3333333333
18025,13998
18184,13898.3333333333
18190,13936
18137,13958.6666666667
18138,13947.6666666667
18168,13949.6666666667
18169,13953.3333333333
18135,13972.6666666667
18136,13967
18017,13976
18002,13935
18014,13965
18015,13962.6666666667
18018,13980
18076,13963.6666666667
18023,13955
18146,13951
18143,14002
18069,13973.6666666667
18144,13976.3333333333
18019,13969.6666666667
18020,13992.6666666667
18008,13994.3333333333
18009,13973.3333333333
18011,13918.3333333333
18115,13978.3333333333
18116,13974.6666666667
18162,13916.6666666667
18163,13979
18129,13963
18110,13975.3333333333
18164,13982.6666666667
18130,13960.3333333333
18131,14033.6666666667
18173,13963
18174,13985.3333333333
18153,13973.3333333333
18154,13936
18175,13922.3333333333
18176,13969
18048,13949.3333333333
18049,13970.3333333333
18191,13932.3333333333
18128,13842
18171,13931.8888888889
18149,13950.3333333333
18150,13980.6666666667
18151,13916.6666666667
18152,13911.3333333333
18066,13939
18067,13931.3333333333
18172,13962
18139,13949.6666666667
18140,13993
18064,13956
18065,13941.3333333333
18058,13934
18059,13963.3333333333
18050,13993.3333333333
18033,13955
18034,13974.6666666667
18051,13966
18122,13961.6666666667
18021,13861.2753128555
18012,13979
18036,14011.6666666667
18037,13980
18038,13981
18039,13968.3333333333
18022,13949.6666666667
18013,13922
18071,13953
18072,13961.3333333333
18068,13992.6666666667
18141,13970.3333333333
18004,13951.6666666667
18147,13954.3333333333
18148,13950
18178,13948.6666666667
18189,13969
18159,13964.6666666667
18160,13960.6666666667
18161,13982.6666666667
18125,13991
18126,13967.3333333333
18127,13965.6666666667
18102,13995
18098,13954.6666666667
18185,13968
18142,13838.6666666667
18074,13980
18016,13970
18075,13973
18003,13997.6666666667
18090,13932.6666666667
18111,13995.6666666667
18179,13961.6666666667
18077,13945.6666666667
18094,13999.6666666667
18095,13974.6666666667
18005,13943.6666666667
18006,13926
18007,13945
18073,13966.6666666667
18001,13969.3333333333
18114,13919.6666666667
18117,13953.3333333333
18118,13962
18119,13908.3333333333
18120,13991.3333333333
18121,13969.3333333333
18165,13980.3333333333
18145,13911.6666666667
18099,13914.6666666667
18100,14026.3333333333
18181,13952
18182,13978.3333333333
18183,13950.6666666667
18186,13958
18187,14006.6666666667
18040,13974.6666666667
18041,13928.3333333333
18024,13991
18042,13965
18043,13972.6666666667
18026,13988.3333333333
18027,13961.6666666667
18188,13903
18096,13996
18097,14008.6666666667
18180,13956.3333333333
18085,13953.6666666667
18086,13974
18087,13967
18088,13951.6666666667
18101,13992.3333333333
18103,13990.3333333333
18104,13973.6666666667
18105,13987.6666666667
18078,13964.3333333333
18079,13961
18080,13967.3333333333
18089,13870.6666666667
18091,13927.3333333333
18092,13920.3333333333
18053,13959
18044,13979.6666666667
18045,13961
18046,13962.3333333333
18062,13954
18063,13955.6666666667
18029,13981.3333333333
18030,13960.6666666667
18031,13987.6666666667
18032,13984.3333333333
18054,13933
18057,13984.6666666667
18047,13953.6666666667
18112,13940
18155,13958
18166,13935
18167,13965
18133,13921.6666666667
18134,14034.3333333333
18156,13947.3333333333
18157,13949
18158,13944
18093,13957.3333333333
18106,13968
18107,13960
18108,13956.6666666667
18109,13991.6666666667
18081,13940
18082,14011.6666666667
18083,13954.3333333333
18084,13979.6666666667
19107,13970.6666666667
19116,13986.6666666667
19068,13972
19069,13985
19070,13985.6666666667
19009,13992
19010,13987
19011,13998.3333333333
19110,13984.6666666667
19111,13998
19112,14004.3333333333
19046,13972.3333333333
19047,13987
19094,14005
19064,13995.3333333333
19034,13979.6666666667
19035,13988
19115,13966.3333333333
19113,13976.3333333333
19114,14000.3333333333
19048,13944
19049,13979.6666666667
19050,13980.6666666667
19058,14001.6666666667
19059,13980.3333333333
19027,13973.3333333333
19028,13966
19029,14001
19030,13980
19031,13976
19109,14006.3333333333
19084,13999
19085,13984.6666666667
19003,13979.3333333333
19004,13978.6666666667
19108,13937.6666666667
19040,13959
19041,14001.3333333333
19043,13981.3333333333
19019,13988.6666666667
19020,14002
19086,13985.3333333333
19087,13985.6666666667
19088,13975
19072,13997.3333333333
19073,14007.3333333333
19074,13971.6666666667
19075,13964
19076,13972
19036,13974.6666666667
19037,13995.3333333333
19038,13968.3333333333
19039,13979.6666666667
19053,13994.8333333333
19054,13986
19055,13980.3333333333
19024,13989
19025,13980.6666666667
19026,13967.6666666667
19095,13959
19096,13974.3333333333
19065,13967.6666666667
19066,13999
19067,14007
19006,13965.3333333333
19007,13968
19018,13995
19005,13995
19077,13962.6666666667
19078,14009.6666666667
19079,13994
19080,13978
19081,13978.6666666667
19021,13965.6666666667
19014,13969.6666666667
19015,14006.6666666667
19082,13977
19083,13994.3333333333
19051,13964
19052,13942.6666666667
19022,13982
19023,13992
19090,13981.3333333333
19091,13969.3333333333
19001,13964.6666666667
19092,13960.3333333333
19093,13984.6666666667
19012,13982
19013,13979.3333333333
19089,13952
19002,14002
19056,13967.3333333333
19057,13948.3333333333
19104,13979
19105,14004
19106,13999.6666666667
19100,13936.3333333333
19101,14008.3333333333
19102,13997
19103,13945.3333333333
19060,13978
19061,13957.3333333333
19062,13996
19063,13962.3333333333
19097,13992.3333333333
19032,13971
19098,13982
19016,13976.3333333333
19017,13995.3333333333
19099,13965.3333333333
19045,13985.6666666667
19044,13975.6666666667
19033,13967.6666666667
20071,13994.6666666667
20061,14018.6666666667
20073,13978.3333333333
20057,14029
20021,14012
20050,14000
20051,14022
20056,13995.6666666667
20031,14008.6666666667
20002,14008.6666666667
20001,14001.6666666667
20052,14023
20053,14038
20007,13994
20008,13997.3333333333
20062,13970.3333333333
20063,14034.6666666667
20064,13988.6666666667
20022,13975.6666666667
20024,14013
20025,14004
20033,14031
20034,14018.6666666667
20043,13983
20044,14036.6666666667
20045,14007.3333333333
20046,13976.3333333333
20055,13988
20010,14023
20011,14016.3333333333
20012,14011.3333333333
20013,14021.6666666667
20072,14001.6666666667
20014,14024
20028,14017
20039,13997.3333333333
20054,13990
20027,13995.3333333333
20003,13988
20030,13985.6666666667
20066,13992
20035,13998.3333333333
20036,14038.3333333333
20015,14021.6666666667
20047,13994.6666666667
20068,14025.6666666667
20070,14033.6666666667
20058,14000
20059,13996.6666666667
20060,14012
20041,14005.6666666667
20018,14034
20019,14019.6666666667
20020,14001
20029,14017.6666666667
20032,14009
20042,14020
20048,14012.3333333333
20026,14029.6666666667
20037,13966
20038,13994.6666666667
20016,14013
20017,14026
20065,13985
97048,14018.6666666667
97049,14010
97025,13756
97026,13993.6666666667
97027,13839.3333333333
97028,14001
97029,13742.3333333333
97050,13734.6666666667
97013,13976.3333333333
97014,13938.3333333333
97015,13765
97082,13941.6666666667
97030,13950
97001,13939.3333333333
97002,13983.6666666667
97003,13954
97067,13937
97083,13982.3333333333
97084,13972.3333333333
97085,13837
97086,13966
97031,13959
97032,13759.6666666667
97033,13934
97034,13929.3333333333
97035,13776.6666666667
97068,13981.6666666667
97069,13653.6666666667
97070,13742.6666666667
97051,13976
97006,13999.6666666667
97007,13784.6666666667
97008,13943
97071,14015.3333333333
97072,13965.3333333333
97018,13741
97011,14012.3333333333
97058,14012.3333333333
97059,13935.6666666667
97037,13980
97038,13901.3333333333
97039,14021
97074,14004.6666666667
97056,14003
97057,13960.3333333333
97019,13962.6666666667
97093,13841.6666666667
97090,13999.3333333333
97036,13912.3333333333
97060,13874.6666666667
97020,14017.6666666667
97045,13931.3333333333
97021,13984.3333333333
97022,14001
97023,13814.6666666667
97024,13971.6666666667
97040,13665
97042,13954.3333333333
97043,13950
97061,14016.3333333333
97062,14014.3333333333
97046,13882.6600110926
97047,13847.3333333333
97063,13755.3333333333
97064,13775
97065,13692.6666666667
97012,13996.6666666667
97075,13972.3333333333
97076,13988
97077,13886
97078,13990.6666666667
97079,13782.6666666667
97004,13866.3333333333
97052,13996.3333333333
97053,14023.6666666667
97054,14008.6666666667
97055,13717.3333333333
97005,13973.6666666667
97016,14011
97017,14012.6666666667
97009,13951
97010,14011.3333333333
97044,14019
97092,13998.3333333333
97091,14001
98043,13970
98044,13976
98059,13965
98008,13967.3333333333
98009,13973
98045,13970
98046,13967
98047,13957.3333333333
98048,13968.6666666667
98027,13987.3333333333
98028,13952.3333333333
98029,13929
98060,13956.3333333333
98061,13986.3333333333
98010,13968.6666666667
98049,13935.6666666667
98050,13947
98030,13977
98041,13977
98042,13969
98051,13941.3333333333
98011,13934
98012,13959.6666666667
98013,13931
98014,13970.6666666667
98052,13964.3333333333
98053,13935.6666666667
98054,13948.6666666667
98062,13966.6666666667
98034,13964
98022,13950.6666666667
98035,13969.3333333333
98055,13969.6666666667
98056,13975
98002,13974.6666666667
98015,13964.6666666667
98017,13973
98018,13987
98057,13962.3333333333
98001,14001.3333333333
98036,13956
98037,13966.3333333333
98038,13946
98003,13985.6666666667
98004,13967.6666666667
98005,13966
98006,13977.6666666667
98019,13973.6666666667
98020,13986.3333333333
98021,13973.3333333333
98023,13959.3333333333
98024,13992
98039,13989.3333333333
98040,13989.6666666667
98025,14001.3333333333
98026,13957.3333333333
98031,13977.3333333333
98032,13977.3333333333
98033,13953.6666666667
98058,13968
108039,14039.3333333333
108040,14037
108014,13999.6666666667
108015,14020
108016,14007
108017,14003
108018,14032.6666666667
108051,13996.6666666667
108052,14016.3333333333
108053,14016.6666666667
108054,14019.3333333333
108055,13995.3333333333
108034,14044.6666666667
108035,14040.6666666667
108036,14000.3333333333
108037,14009.3333333333
108038,14007.6666666667
108033,14047.6666666667
108041,14034
108043,14011.6666666667
108044,14024.3333333333
108045,14046
108046,14021.6666666667
108047,14007
108048,14027
108049,14029.3333333333
108050,14014
108042,13996
108002,13999.3333333333
108001,14029.6666666667
108025,14011.6666666667
108026,14020.3333333333
108027,14041
108028,14044.6666666667
108029,14039.3333333333
108008,14005.3333333333
108009,14031.6666666667
108010,14039.3333333333
108011,13999
108012,14043.6666666667
108013,14002
108019,14042.3333333333
108020,14023.6666666667
108021,14032.6666666667
108003,14016.6666666667
108004,14025.6666666667
108005,14032.6666666667
108006,13994.6666666667
108007,14002.6666666667
108022,14004
108023,14042
108024,14026
108030,14032.6666666667
108031,14002.6666666667
108032,14012.6666666667
8045,14182.3333333333
8020,14153.3333333333
8028,14208.6666666667
8039,14198
8029,14159.3333333333
8034,13721
8040,14141
8014,14204
8003,14138.6666666667
8007,14046
8015,14054
8021,14240.6666666667
8022,14210.6666666667
8017,14224
8056,14250.3333333333
8057,14146
8058,14182.6666666667
8030,14165.6666666667
8031,14220.6666666667
8018,14112
8008,14215
8041,14177.6666666667
8019,14163.6666666667
8060,14244.3333333333
8053,14200
8054,14209.6666666667
8044,14239
8061,13923.1666666667
8062,14190.6666666667
8063,14228.3333333333
8064,14182
8065,14163.4545838614
8051,14089
8052,14220
8055,14224.3583314227
8048,14144.3333333333
8066,14103
8016,14084
8042,14071.3333333333
8001,14110
8035,14010.3555652845
8023,13864.6666666667
8024,14240.6666666667
8068,14070
8009,14096.3333333333
8004,14037
8010,14057.6666666667
8002,14106.6666666667
8037,13746
8025,14187.6666666667
8038,14007.6666666667
8026,14216
8027,14213
8033,14109.6666666667
8032,14128.3333333333
8005,14123.3333333333
8043,14087.3333333333
8011,14207.6666666667
8012,14170
8006,14090.6666666667
8049,13972
8050,14246
8067,14192.3333333333
8059,14176
8046,13940.6666666667
8047,14102.6666666667
9018,13962.3333333333
9027,13950.6666666667
9067,14130.6666666667
9034,14196.6666666667
9035,14017.3333333333
9068,14167
9019,14126
9020,14082.3333333333
9044,14125.3333333333
9045,14164.3333333333
9028,14065.6666666667
9039,13927
9040,13883.6666666667
9041,14052.3333333333
9029,14171
9030,14132.3333333333
9011,14195.6666666667
9012,14216
9013,14200.3333333333
9014,13909.6666666667
9003,14147
9055,13881.2448532767
9004,14097.3333333333
9065,14140.6666666667
9036,13943.6666666667
9037,13871.3333333333
9038,13912.6666666667
9069,14149
9001,14173.6666666667
9057,14157.3333333333
9058,14075.3333333333
9050,13951.6666666667
9051,13916
9053,14066
9052,14059
9054,13888.6666666667
9062,14179.6666666667
9017,13873.6666666667
9025,14214
9026,13957.6666666667
9021,14100.3333333333
9047,13935
9042,14136.3333333333
9043,14180
9046,13877.6666666667
9066,14192.3333333333
9031,14067
9032,13933.6666666667
9033,14196.3333333333
9005,13953
9007,14219.3333333333
9008,14118
9022,14150.3333333333
9016,14120.3333333333
9056,14095
9023,13925
9024,14229
9048,13977
9049,14189.6666666667
9002,14206.6666666667
9059,14105
9060,14091.3333333333
9061,14125
9006,14188.3333333333
9063,13850.3333333333
9015,13982
9064,14108
9009,13892.3333333333
9010,14134.6666666667
10023,14046.6666666667
10028,14159.6666666667
10062,13931.3333333333
10024,13821.6666666667
10063,14084
10064,14124.6666666667
10003,14028
10005,14020.1111111111
10045,13883
10022,13884
10034,14068.3333333333
10035,14050.6666666667
10018,14137
10019,14077.3333333333
10020,13894.3333333333
10036,14113.6666666667
10040,14065.6666666667
10053,14108.6666666667
10054,14141.3333333333
10014,13987.6666666667
10015,14180.6666666667
10016,14069
10017,14153.3333333333
10049,13941.3333333333
10011,14129.6666666667
10012,13963
10013,14091
10050,13891
10056,13816.0540037244
10057,13962.6666666667
10029,14143.6666666667
10030,14069.6666666667
10025,14132.4601874263
10002,14146.3333333333
10048,13867.5727203065
10009,14029.3333333333
10010,14135.3333333333
10055,14063
10033,14056.6666666667
10027,13906.6666666667
10065,13925.3333333333
10066,13896.3333333333
10021,14043.6666666667
10026,13842
10059,14177.3333333333
10060,14158
10061,13893.6666666667
10051,13901.3333333333
10046,14157.3333333333
10067,14150.6666666667
10004,14188.6666666667
10037,14147.3333333333
10038,13848.6666666667
10058,14065
10052,13853.6666666667
10001,14160.6666666667
10006,13941.6666666667
10031,14076.6666666667
10032,13913
10007,14155.6666666667
10008,13913.6666666667
10047,14166.3333333333
10039,13953.3333333333
10041,14040.6666666667
10042,14086.6666666667
10043,14170.6666666667
10044,14174
11020,14162.6666666667
11017,14120.3333333333
11009,14031.6666666667
11028,14043.2532110092
11010,14052
11011,14159.3333333333
11014,14068
11023,14039.3333333333
11030,14132
